"ntaxa","bl","method","rep","estbias1","r1","estbias2","r2","type"
512,0.0025,"FUBAR1",44,-0.0126385,0.331646,-0.0126385,0.331646,"nobias"
512,0.0025,"FUBAR1",45,0.148898,0.325601,0.148898,0.325601,"nobias"
512,0.0025,"FUBAR1",46,0.0518418,0.427735,0.0518418,0.427735,"nobias"
512,0.0025,"FUBAR1",47,0.0946523,0.464514,0.0946523,0.464514,"nobias"
512,0.0025,"FUBAR1",48,0.181227,0.271789,0.181227,0.271789,"nobias"
512,0.0025,"FUBAR1",49,0.100027,0.221651,0.100027,0.221651,"nobias"
512,0.0025,"FUBAR1",50,0.0759746,0.382439,0.0759746,0.382439,"nobias"
512,0.0025,"FUBAR2",1,0.212652,0.313692,0.212652,0.313692,"nobias"
512,0.0025,"FUBAR2",2,0.387871,0.109488,0.387871,0.109488,"nobias"
512,0.0025,"FUBAR2",3,0.312487,0.306081,0.312487,0.306081,"nobias"
512,0.0025,"FUBAR2",4,0.108053,0.174966,0.108053,0.174966,"nobias"
512,0.0025,"FUBAR2",5,0.200229,0.243118,0.200229,0.243118,"nobias"
512,0.0025,"FUBAR2",6,0.24787,0.257311,0.24787,0.257311,"nobias"
512,0.0025,"FUBAR2",7,0.267438,0.107325,0.267438,0.107325,"nobias"
512,0.0025,"FUBAR2",8,0.273484,0.280806,0.273484,0.280806,"nobias"
512,0.0025,"FUBAR2",9,0.33245,0.313771,0.33245,0.313771,"nobias"
512,0.0025,"FUBAR2",10,0.285689,0.290689,0.285689,0.290689,"nobias"
512,0.0025,"FUBAR2",11,0.431711,0.229149,0.431711,0.229149,"nobias"
512,0.0025,"FUBAR2",12,0.313735,0.239478,0.313735,0.239478,"nobias"
512,0.0025,"FUBAR2",13,0.224677,0.363658,0.224677,0.363658,"nobias"
512,0.0025,"FUBAR2",14,0.265723,0.37426,0.265723,0.37426,"nobias"
512,0.0025,"FUBAR2",15,0.30296,0.223569,0.30296,0.223569,"nobias"
512,0.0025,"FUBAR2",16,0.554903,0.201329,0.554903,0.201329,"nobias"
512,0.0025,"FUBAR2",17,0.278811,0.338126,0.278811,0.338126,"nobias"
512,0.0025,"FUBAR2",18,0.264328,0.374893,0.264328,0.374893,"nobias"
512,0.0025,"FUBAR2",19,0.339495,0.369139,0.339495,0.369139,"nobias"
512,0.0025,"FUBAR2",20,0.318271,0.0907329,0.318271,0.0907329,"nobias"
512,0.0025,"FUBAR2",21,0.344217,0.168263,0.344217,0.168263,"nobias"
512,0.0025,"FUBAR2",22,0.279407,0.336191,0.279407,0.336191,"nobias"
512,0.0025,"FUBAR2",23,0.377764,0.289699,0.377764,0.289699,"nobias"
512,0.0025,"FUBAR2",24,0.242623,0.157921,0.242623,0.157921,"nobias"
512,0.0025,"FUBAR2",25,0.351652,0.294052,0.351652,0.294052,"nobias"
512,0.0025,"FUBAR2",26,0.267039,0.259976,0.267039,0.259976,"nobias"
512,0.0025,"FUBAR2",27,0.16169,0.190252,0.16169,0.190252,"nobias"
512,0.0025,"FUBAR2",28,0.314221,0.294155,0.314221,0.294155,"nobias"
512,0.0025,"FUBAR2",29,0.376395,0.204707,0.376395,0.204707,"nobias"
512,0.0025,"FUBAR2",30,0.270964,0.157546,0.270964,0.157546,"nobias"
512,0.0025,"FUBAR2",31,0.26898,-0.0438111,0.26898,-0.0438111,"nobias"
512,0.0025,"FUBAR2",32,0.559017,0.313392,0.559017,0.313392,"nobias"
512,0.0025,"FUBAR2",33,0.410732,0.328325,0.410732,0.328325,"nobias"
512,0.0025,"FUBAR2",34,0.246577,0.403052,0.246577,0.403052,"nobias"
512,0.0025,"FUBAR2",35,0.277946,0.211334,0.277946,0.211334,"nobias"
512,0.0025,"FUBAR2",36,0.325358,0.451878,0.325358,0.451878,"nobias"
512,0.0025,"FUBAR2",37,0.364605,0.181172,0.364605,0.181172,"nobias"
512,0.0025,"FUBAR2",38,0.402765,0.177045,0.402765,0.177045,"nobias"
512,0.0025,"FUBAR2",39,0.331834,0.207514,0.331834,0.207514,"nobias"
512,0.0025,"FUBAR2",40,0.324358,0.338021,0.324358,0.338021,"nobias"
512,0.0025,"FUBAR2",41,0.281323,0.211137,0.281323,0.211137,"nobias"
512,0.0025,"FUBAR2",42,0.35233,0.239747,0.35233,0.239747,"nobias"
512,0.0025,"FUBAR2",43,0.29156,0.220394,0.29156,0.220394,"nobias"
512,0.0025,"FUBAR2",44,0.173405,0.231635,0.173405,0.231635,"nobias"
512,0.0025,"FUBAR2",45,0.3994,0.334611,0.3994,0.334611,"nobias"
512,0.0025,"FUBAR2",46,0.220624,0.201365,0.220624,0.201365,"nobias"
512,0.0025,"FUBAR2",47,0.295519,0.255876,0.295519,0.255876,"nobias"
512,0.0025,"FUBAR2",48,0.520747,0.225636,0.520747,0.225636,"nobias"
512,0.0025,"FUBAR2",49,0.301673,0.173655,0.301673,0.173655,"nobias"
512,0.0025,"FUBAR2",50,0.340663,0.273081,0.340663,0.273081,"nobias"
512,0.0025,"FUBAR2_1",1,0.0318041,0.39778,0.0318041,0.39778,"nobias"
512,0.0025,"FUBAR2_1",2,0.214925,0.118064,0.214925,0.118064,"nobias"
512,0.0025,"FUBAR2_1",3,0.0488026,0.377593,0.0488026,0.377593,"nobias"
512,0.0025,"FUBAR2_1",4,-0.0239823,0.284492,-0.0239823,0.284492,"nobias"
512,0.0025,"FUBAR2_1",5,0.0231057,0.344293,0.0231057,0.344293,"nobias"
512,0.0025,"FUBAR2_1",6,0.0696856,0.422035,0.0696856,0.422035,"nobias"
512,0.0025,"FUBAR2_1",7,0.0293963,0.301507,0.0293963,0.301507,"nobias"
512,0.0025,"FUBAR2_1",8,0.0739149,0.441871,0.0739149,0.441871,"nobias"
512,0.0025,"FUBAR2_1",9,0.133846,0.39301,0.133846,0.39301,"nobias"
512,0.0025,"FUBAR2_1",10,0.0394612,0.418209,0.0394612,0.418209,"nobias"
512,0.0025,"FUBAR2_1",11,0.189477,0.365953,0.189477,0.365953,"nobias"
512,0.0025,"FUBAR2_1",12,0.0990078,0.280138,0.0990078,0.280138,"nobias"
512,0.0025,"FUBAR2_1",13,0.0100146,0.438896,0.0100146,0.438896,"nobias"
512,0.0025,"FUBAR2_1",14,0.0386588,0.534274,0.0386588,0.534274,"nobias"
512,0.0025,"FUBAR2_1",15,0.133031,0.181294,0.133031,0.181294,"nobias"
512,0.0025,"FUBAR2_1",16,0.17101,0.338637,0.17101,0.338637,"nobias"
512,0.0025,"FUBAR2_1",17,0.0970789,0.46324,0.0970789,0.46324,"nobias"
512,0.0025,"FUBAR2_1",18,0.109043,0.450526,0.109043,0.450526,"nobias"
512,0.0025,"FUBAR2_1",19,0.14858,0.520382,0.14858,0.520382,"nobias"
512,0.0025,"FUBAR2_1",20,0.0832164,0.30407,0.0832164,0.30407,"nobias"
512,0.0025,"FUBAR2_1",21,0.0310909,0.247051,0.0310909,0.247051,"nobias"
512,0.0025,"FUBAR2_1",22,0.0259031,0.420531,0.0259031,0.420531,"nobias"
512,0.0025,"FUBAR2_1",23,0.147044,0.312856,0.147044,0.312856,"nobias"
512,0.0025,"FUBAR2_1",24,-0.0108423,0.322947,-0.0108423,0.322947,"nobias"
512,0.0025,"FUBAR2_1",25,0.178594,0.345925,0.178594,0.345925,"nobias"
512,0.0025,"FUBAR2_1",26,0.024194,0.336293,0.024194,0.336293,"nobias"
512,0.0025,"FUBAR2_1",27,-0.0020291,0.309797,-0.0020291,0.309797,"nobias"
512,0.0025,"FUBAR2_1",28,0.103482,0.349097,0.103482,0.349097,"nobias"
512,0.0025,"FUBAR2_1",29,0.188385,0.370286,0.188385,0.370286,"nobias"
512,0.0025,"FUBAR2_1",30,0.0539737,0.37839,0.0539737,0.37839,"nobias"
512,0.0025,"FUBAR2_1",31,0.0600288,0.153368,0.0600288,0.153368,"nobias"
512,0.0025,"FUBAR2_1",32,0.264461,0.341187,0.264461,0.341187,"nobias"
512,0.0025,"FUBAR2_1",33,0.0921843,0.356568,0.0921843,0.356568,"nobias"
512,0.0025,"FUBAR2_1",34,0.00993651,0.467497,0.00993651,0.467497,"nobias"
512,0.0025,"FUBAR2_1",35,0.0936078,0.324692,0.0936078,0.324692,"nobias"
512,0.0025,"FUBAR2_1",36,0.141058,0.535267,0.141058,0.535267,"nobias"
512,0.0025,"FUBAR2_1",37,0.116421,0.232408,0.116421,0.232408,"nobias"
512,0.0025,"FUBAR2_1",38,0.0921687,0.377205,0.0921687,0.377205,"nobias"
512,0.0025,"FUBAR2_1",39,0.143682,0.456999,0.143682,0.456999,"nobias"
512,0.0025,"FUBAR2_1",40,0.131958,0.351442,0.131958,0.351442,"nobias"
512,0.0025,"FUBAR2_1",41,0.0601416,0.253035,0.0601416,0.253035,"nobias"
512,0.0025,"FUBAR2_1",42,0.133905,0.21518,0.133905,0.21518,"nobias"
512,0.0025,"FUBAR2_1",43,0.0426976,0.3437,0.0426976,0.3437,"nobias"
512,0.0025,"FUBAR2_1",44,-0.0473439,0.32104,-0.0473439,0.32104,"nobias"
512,0.0025,"FUBAR2_1",45,0.15214,0.312139,0.15214,0.312139,"nobias"
512,0.0025,"FUBAR2_1",46,0.0110326,0.408091,0.0110326,0.408091,"nobias"
512,0.0025,"FUBAR2_1",47,0.0527671,0.447867,0.0527671,0.447867,"nobias"
512,0.0025,"FUBAR2_1",48,0.229377,0.260085,0.229377,0.260085,"nobias"
512,0.0025,"FUBAR2_1",49,0.112709,0.209906,0.112709,0.209906,"nobias"
512,0.0025,"FUBAR2_1",50,0.129929,0.367527,0.129929,0.367527,"nobias"
512,0.0025,"SLAC1",1,-0.0570982,0.419166,-0.0570982,0.419166,"nobias"
512,0.0025,"SLAC1",2,0.100461,0.191747,0.100461,0.191747,"nobias"
512,0.0025,"SLAC1",3,0.00234307,0.457997,0.00234307,0.457997,"nobias"
512,0.0025,"SLAC1",4,-0.198032,0.298951,-0.198032,0.298951,"nobias"
512,0.0025,"SLAC1",5,-0.0441694,0.337263,-0.0441694,0.337263,"nobias"
512,0.0025,"SLAC1",6,0.000296975,0.455282,0.000296975,0.455282,"nobias"
512,0.0025,"SLAC1",7,0.116236,0.38104,0.116236,0.38104,"nobias"
512,0.0025,"SLAC1",8,-0.0237346,0.483104,-0.0237346,0.483104,"nobias"
512,0.0025,"SLAC1",9,-0.0110786,0.486081,-0.0110786,0.486081,"nobias"
512,0.0025,"SLAC1",10,0.0175483,0.443538,0.0175483,0.443538,"nobias"
512,0.0025,"SLAC1",11,0.0867006,0.464949,0.0867006,0.464949,"nobias"
512,0.0025,"SLAC1",12,0.0289317,0.373051,0.0289317,0.373051,"nobias"
512,0.0025,"SLAC1",13,-0.140871,0.484747,-0.140871,0.484747,"nobias"
512,0.0025,"SLAC1",14,0.0416709,0.534976,0.0416709,0.534976,"nobias"
512,0.0025,"SLAC1",15,-0.0384285,0.310673,-0.0384285,0.310673,"nobias"
512,0.0025,"SLAC1",16,0.231647,0.406415,0.231647,0.406415,"nobias"
512,0.0025,"SLAC1",17,0.0496561,0.501379,0.0496561,0.501379,"nobias"
512,0.0025,"SLAC1",18,0.0195896,0.48517,0.0195896,0.48517,"nobias"
512,0.0025,"SLAC1",19,0.000913172,0.562991,0.000913173,0.562991,"nobias"
512,0.0025,"SLAC1",20,0.0165449,0.350498,0.0165449,0.350498,"nobias"
512,0.0025,"SLAC1",21,-0.0605585,0.378669,-0.0605585,0.378669,"nobias"
512,0.0025,"SLAC1",22,0.00369995,0.450348,0.00369995,0.450348,"nobias"
512,0.0025,"SLAC1",23,0.109349,0.424571,0.109349,0.424571,"nobias"
512,0.0025,"SLAC1",24,-0.077724,0.311953,-0.077724,0.311953,"nobias"
512,0.0025,"SLAC1",25,0.0799945,0.390787,0.0799945,0.390787,"nobias"
512,0.0025,"SLAC1",26,-0.0316994,0.35801,-0.0316994,0.35801,"nobias"
512,0.0025,"SLAC1",27,-0.11415,0.320624,-0.11415,0.320624,"nobias"
512,0.0025,"SLAC1",28,0.0219377,0.40596,0.0219377,0.40596,"nobias"
512,0.0025,"SLAC1",29,0.127681,0.441305,0.127681,0.441305,"nobias"
512,0.0025,"SLAC1",30,0.0200708,0.443632,0.0200708,0.443632,"nobias"
512,0.0025,"SLAC1",31,-0.0235232,0.261994,-0.0235232,0.261994,"nobias"
512,0.0025,"SLAC1",32,0.235397,0.513986,0.235397,0.513986,"nobias"
512,0.0025,"SLAC1",33,0.164762,0.382038,0.164762,0.382038,"nobias"
512,0.0025,"SLAC1",34,-0.0849972,0.501862,-0.0849972,0.501862,"nobias"
512,0.0025,"SLAC1",35,-0.0410481,0.423434,-0.0410481,0.423434,"nobias"
512,0.0025,"SLAC1",36,0.0446026,0.560029,0.0446026,0.560029,"nobias"
512,0.0025,"SLAC1",37,0.110406,0.346146,0.110406,0.346146,"nobias"
512,0.0025,"SLAC1",38,0.132327,0.408094,0.132327,0.408094,"nobias"
512,0.0025,"SLAC1",39,0.0376444,0.494164,0.0376444,0.494164,"nobias"
512,0.0025,"SLAC1",40,0.0268759,0.457002,0.0268759,0.457002,"nobias"
512,0.0025,"SLAC1",41,-0.0510652,0.417571,-0.0510652,0.417571,"nobias"
512,0.0025,"SLAC1",42,0.0881116,0.262716,0.0881116,0.262716,"nobias"
512,0.0025,"SLAC1",43,-0.0054644,0.431392,-0.0054644,0.431392,"nobias"
512,0.0025,"SLAC1",44,-0.109977,0.350251,-0.109977,0.350251,"nobias"
512,0.0025,"SLAC1",45,0.158336,0.420263,0.158336,0.420263,"nobias"
512,0.0025,"SLAC1",46,-0.0821072,0.448059,-0.0821072,0.448059,"nobias"
512,0.0025,"SLAC1",47,-0.00446004,0.471675,-0.00446004,0.471675,"nobias"
512,0.0025,"SLAC1",48,0.113754,0.471256,0.113754,0.471256,"nobias"
512,0.0025,"SLAC1",49,0.037762,0.318526,0.037762,0.318526,"nobias"
512,0.0025,"SLAC1",50,0.0411131,0.393662,0.0411131,0.393662,"nobias"
512,0.0025,"SLAC2",1,-0.269805,0.425949,-0.269805,0.425949,"nobias"
512,0.0025,"SLAC2",2,-0.0848248,0.0773561,-0.0848248,0.0773561,"nobias"
512,0.0025,"SLAC2",3,-0.250968,0.391002,-0.250968,0.391002,"nobias"
512,0.0025,"SLAC2",4,-0.250957,0.309719,-0.250957,0.309719,"nobias"
512,0.0025,"SLAC2",5,-0.175377,0.416102,-0.175377,0.416102,"nobias"
512,0.0025,"SLAC2",6,-0.196139,0.410934,-0.196139,0.410934,"nobias"
512,0.0025,"SLAC2",7,-0.220009,0.377455,-0.220009,0.377455,"nobias"
512,0.0025,"SLAC2",8,-0.27011,0.456454,-0.27011,0.456454,"nobias"
512,0.0025,"SLAC2",9,-0.185628,0.429394,-0.185628,0.429394,"nobias"
512,0.0025,"SLAC2",10,-0.187461,0.386599,-0.187461,0.386599,"nobias"
512,0.0025,"SLAC2",11,-0.106482,0.540624,-0.106482,0.540624,"nobias"
512,0.0025,"SLAC2",12,-0.165461,0.358172,-0.165461,0.358172,"nobias"
512,0.0025,"SLAC2",13,-0.257583,0.40744,-0.257583,0.40744,"nobias"
512,0.0025,"SLAC2",14,-0.249834,0.429453,-0.249834,0.429453,"nobias"
512,0.0025,"SLAC2",15,-0.136964,0.236748,-0.136964,0.236748,"nobias"
512,0.0025,"SLAC2",16,-0.153446,0.44725,-0.153446,0.44725,"nobias"
512,0.0025,"SLAC2",17,-0.14441,0.678182,-0.14441,0.678182,"nobias"
512,0.0025,"SLAC2",18,-0.122693,0.395832,-0.122693,0.395832,"nobias"
512,0.0025,"SLAC2",19,-0.163875,0.572932,-0.163875,0.572932,"nobias"
512,0.0025,"SLAC2",20,-0.27037,0.482464,-0.27037,0.482464,"nobias"
512,0.0025,"SLAC2",21,-0.245507,0.434592,-0.245507,0.434592,"nobias"
512,0.0025,"SLAC2",22,-0.14692,0.317251,-0.14692,0.317251,"nobias"
512,0.0025,"SLAC2",23,-0.0906235,0.381463,-0.0906235,0.381463,"nobias"
512,0.0025,"SLAC2",24,-0.22068,0.319541,-0.22068,0.319541,"nobias"
512,0.0025,"SLAC2",25,-0.0709191,0.382034,-0.0709191,0.382034,"nobias"
512,0.0025,"SLAC2",26,-0.232269,0.244913,-0.232269,0.244913,"nobias"
512,0.0025,"SLAC2",27,-0.257298,0.460817,-0.257298,0.460817,"nobias"
512,0.0025,"SLAC2",28,-0.117137,0.450104,-0.117137,0.450104,"nobias"
512,0.0025,"SLAC2",29,-0.0782111,0.261233,-0.0782111,0.261233,"nobias"
512,0.0025,"SLAC2",30,-0.236779,0.499408,-0.236779,0.499408,"nobias"
512,0.0025,"SLAC2",31,-0.151035,0.319362,-0.151035,0.319362,"nobias"
512,0.0025,"SLAC2",32,-0.154192,0.594291,-0.154192,0.594291,"nobias"
512,0.0025,"SLAC2",33,-0.102063,0.374553,-0.102063,0.374553,"nobias"
512,0.0025,"SLAC2",34,-0.203044,0.460004,-0.203044,0.460004,"nobias"
512,0.0025,"SLAC2",35,-0.140823,0.452108,-0.140823,0.452108,"nobias"
512,0.0025,"SLAC2",36,-0.100822,0.610382,-0.100822,0.610382,"nobias"
512,0.0025,"SLAC2",37,-0.128621,0.399351,-0.128621,0.399351,"nobias"
512,0.0025,"SLAC2",38,-0.155731,0.572211,-0.155731,0.572211,"nobias"
512,0.0025,"SLAC2",39,-0.234487,0.470211,-0.234487,0.470211,"nobias"
512,0.0025,"SLAC2",40,-0.124793,0.384242,-0.124793,0.384242,"nobias"
512,0.0025,"SLAC2",41,-0.235553,0.337951,-0.235553,0.337951,"nobias"
512,0.0025,"SLAC2",42,-0.0587362,0.178585,-0.0587362,0.178585,"nobias"
512,0.0025,"SLAC2",43,-0.217306,0.499749,-0.217306,0.499749,"nobias"
512,0.0025,"SLAC2",44,-0.194158,0.256364,-0.194158,0.256364,"nobias"
512,0.0025,"SLAC2",45,-0.0798606,0.346429,-0.0798606,0.346429,"nobias"
512,0.0025,"SLAC2",46,-0.134793,0.277269,-0.134793,0.277269,"nobias"
512,0.0025,"SLAC2",47,-0.247902,0.467221,-0.247902,0.467221,"nobias"
512,0.0025,"SLAC2",48,-0.0472013,0.339742,-0.0472013,0.339742,"nobias"
512,0.0025,"SLAC2",49,-0.0956712,0.286128,-0.0956712,0.286128,"nobias"
512,0.0025,"SLAC2",50,-0.0976958,0.38671,-0.0976958,0.38671,"nobias"
512,0.01,"FEL1",1,0.030434,0.68196,0.030434,0.68196,"nobias"
512,0.01,"FEL1",2,0.0561943,0.526991,0.0561943,0.526991,"nobias"
512,0.01,"FEL1",3,0.0330113,0.652024,0.0330113,0.652024,"nobias"
512,0.01,"FEL1",4,-0.0392445,0.336543,-0.0392445,0.336543,"nobias"
512,0.01,"FEL1",5,0.0341666,0.460596,0.0341666,0.460596,"nobias"
512,0.01,"FEL1",6,-0.0401677,0.431805,-0.0401677,0.431805,"nobias"
512,0.01,"FEL1",7,0.0186643,0.528212,0.0186643,0.528212,"nobias"
512,0.01,"FEL1",8,0.00122692,0.463647,0.00122692,0.463647,"nobias"
512,0.01,"FEL1",9,0.0860094,0.581969,0.0860094,0.581969,"nobias"
512,0.01,"FEL1",10,0.0435896,0.521087,0.0435896,0.521087,"nobias"
512,0.01,"FEL1",11,-0.0305667,0.391094,-0.0305667,0.391094,"nobias"
512,0.01,"FEL1",12,-0.0124983,0.526953,-0.0124983,0.526953,"nobias"
512,0.01,"FEL1",13,-4.11036e-05,0.449269,-4.11036e-05,0.449269,"nobias"
512,0.01,"FEL1",14,-0.0674961,0.522702,-0.0674961,0.522702,"nobias"
512,0.01,"FEL1",15,-0.0867943,0.428602,-0.0867943,0.428602,"nobias"
512,0.01,"FEL1",16,0.024919,0.405824,0.024919,0.405824,"nobias"
512,0.01,"FEL1",17,0.030678,0.503312,0.030678,0.503312,"nobias"
512,0.01,"FEL1",18,-0.0301696,0.48483,-0.0301696,0.48483,"nobias"
512,0.01,"FEL1",19,0.0589215,0.563195,0.0589215,0.563195,"nobias"
512,0.01,"FEL1",20,0.132392,0.63684,0.132392,0.63684,"nobias"
512,0.01,"FEL1",21,0.00841891,0.497937,0.00841891,0.497937,"nobias"
512,0.01,"FEL1",22,0.0257171,0.645318,0.0257171,0.645318,"nobias"
512,0.01,"FEL1",23,0.057364,0.670602,0.057364,0.670602,"nobias"
512,0.01,"FEL1",24,0.0473495,0.556342,0.0473495,0.556342,"nobias"
512,0.01,"FEL1",25,0.0334172,0.519749,0.0334172,0.519749,"nobias"
512,0.01,"FEL1",26,0.0839604,0.485972,0.0839604,0.485972,"nobias"
512,0.01,"FEL1",27,-0.0266747,0.492696,-0.0266747,0.492696,"nobias"
512,0.01,"FEL1",28,0.0457668,0.552234,0.0457668,0.552234,"nobias"
512,0.01,"FEL1",29,-0.00660293,0.583232,-0.00660293,0.583232,"nobias"
512,0.01,"FEL1",30,0.0258405,0.558648,0.0258405,0.558648,"nobias"
512,0.01,"FEL1",31,0.00609376,0.451058,0.00609376,0.451058,"nobias"
512,0.01,"FEL1",32,-0.0165936,0.546958,-0.0165936,0.546958,"nobias"
512,0.01,"FEL1",33,-0.050836,0.557307,-0.050836,0.557307,"nobias"
512,0.01,"FEL1",34,-0.049861,0.545689,-0.049861,0.545689,"nobias"
512,0.01,"FEL1",35,0.0630928,0.53805,0.0630928,0.53805,"nobias"
512,0.01,"FEL1",36,-0.0267854,0.602818,-0.0267854,0.602818,"nobias"
512,0.01,"FEL1",37,-0.0451334,0.555966,-0.0451334,0.555966,"nobias"
512,0.01,"FEL1",38,0.0631093,0.579108,0.0631093,0.579108,"nobias"
512,0.01,"FEL1",39,0.0438993,0.533932,0.0438993,0.533932,"nobias"
512,0.01,"FEL1",40,-0.00766092,0.432464,-0.00766092,0.432464,"nobias"
512,0.01,"FEL1",41,0.0191581,0.476963,0.0191581,0.476963,"nobias"
512,0.01,"FEL1",42,0.0385489,0.576532,0.0385489,0.576532,"nobias"
512,0.01,"FEL1",43,-0.0379002,0.594691,-0.0379002,0.594691,"nobias"
512,0.01,"FEL1",44,0.0952731,0.493307,0.0952731,0.493307,"nobias"
512,0.01,"FEL1",45,0.0442117,0.427749,0.0442117,0.427749,"nobias"
512,0.01,"FEL1",46,0.0489262,0.456529,0.0489262,0.456529,"nobias"
512,0.01,"FEL1",47,0.00723467,0.390222,0.00723467,0.390222,"nobias"
512,0.01,"FEL1",48,0.0246214,0.541113,0.0246214,0.541113,"nobias"
512,0.01,"FEL1",49,-0.0746047,0.597163,-0.0746047,0.597163,"nobias"
512,0.01,"FEL1",50,0.0131599,0.576659,0.0131599,0.576659,"nobias"
512,0.01,"FEL2",1,0.179523,0.480381,0.179523,0.480381,"nobias"
512,0.01,"FEL2",2,0.152832,0.475798,0.152832,0.475798,"nobias"
512,0.01,"FEL2",3,0.189179,0.421778,0.189179,0.421778,"nobias"
512,0.01,"FEL2",4,0.178442,0.206651,0.178442,0.206651,"nobias"
512,0.01,"FEL2",5,0.146757,0.24391,0.146757,0.24391,"nobias"
512,0.01,"FEL2",6,0.0675196,0.436056,0.0675196,0.436056,"nobias"
512,0.01,"FEL2",7,0.196043,0.510619,0.196043,0.510619,"nobias"
512,0.01,"FEL2",8,0.115906,0.343973,0.115906,0.343973,"nobias"
512,0.01,"FEL2",9,0.264204,0.435803,0.264204,0.435803,"nobias"
512,0.01,"FEL2",10,0.242866,0.370203,0.242866,0.370203,"nobias"
512,0.01,"FEL2",11,0.117475,0.39221,0.117475,0.39221,"nobias"
512,0.01,"FEL2",12,0.0652672,0.438153,0.0652672,0.438153,"nobias"
512,0.01,"FEL2",13,0.118814,0.336137,0.118814,0.336137,"nobias"
512,0.01,"FEL2",14,0.120832,0.457096,0.120832,0.457096,"nobias"
512,0.01,"FEL2",15,0.0278902,0.507046,0.0278902,0.507046,"nobias"
512,0.01,"FEL2",16,0.0452575,0.32625,0.0452575,0.32625,"nobias"
512,0.01,"FEL2",17,0.208126,0.297063,0.208126,0.297063,"nobias"
512,0.01,"FEL2",18,0.0248624,0.303809,0.0248624,0.303809,"nobias"
512,0.01,"FEL2",19,0.137759,0.508555,0.137759,0.508555,"nobias"
512,0.01,"FEL2",20,0.224431,0.586661,0.224431,0.586661,"nobias"
512,0.01,"FEL2",21,0.116019,0.414913,0.116019,0.414913,"nobias"
512,0.01,"FEL2",22,0.184949,0.425456,0.184949,0.425456,"nobias"
512,0.01,"FEL2",23,0.163835,0.562927,0.163835,0.562927,"nobias"
512,0.01,"FEL2",24,0.11884,0.452233,0.11884,0.452233,"nobias"
512,0.01,"FEL2",25,0.124058,0.511866,0.124058,0.511866,"nobias"
512,0.01,"FEL2",26,0.270097,0.314177,0.270097,0.314177,"nobias"
512,0.01,"FEL2",27,0.140531,0.359505,0.140531,0.359505,"nobias"
512,0.01,"FEL2",28,0.150555,0.558857,0.150555,0.558857,"nobias"
512,0.01,"FEL2",29,0.132396,0.366771,0.132396,0.366771,"nobias"
512,0.01,"FEL2",30,0.0467964,0.527708,0.0467964,0.527708,"nobias"
512,0.01,"FEL2",31,0.167157,0.364464,0.167157,0.364464,"nobias"
512,0.01,"FEL2",32,0.0806169,0.341491,0.0806169,0.341491,"nobias"
512,0.01,"FEL2",33,0.0674608,0.280707,0.0674608,0.280707,"nobias"
512,0.01,"FEL2",34,-0.0147777,0.290571,-0.0147777,0.290571,"nobias"
512,0.01,"FEL2",35,0.050865,0.395093,0.050865,0.395093,"nobias"
512,0.01,"FEL2",36,0.068404,0.505799,0.068404,0.505799,"nobias"
512,0.01,"FEL2",37,0.109879,0.469006,0.109879,0.469006,"nobias"
512,0.01,"FEL2",38,0.165858,0.517721,0.165858,0.517721,"nobias"
512,0.01,"FEL2",39,0.124662,0.368678,0.124662,0.368678,"nobias"
512,0.01,"FEL2",40,0.110619,0.249571,0.110619,0.249571,"nobias"
512,0.01,"FEL2",41,0.201326,0.305762,0.201326,0.305762,"nobias"
512,0.01,"FEL2",42,0.174764,0.430572,0.174764,0.430572,"nobias"
512,0.01,"FEL2",43,0.151842,0.387811,0.151842,0.387811,"nobias"
512,0.01,"FEL2",44,0.180767,0.404624,0.180767,0.404624,"nobias"
512,0.01,"FEL2",45,0.187684,0.305045,0.187684,0.305045,"nobias"
512,0.01,"FEL2",46,0.10508,0.572623,0.10508,0.572623,"nobias"
512,0.01,"FEL2",47,0.122854,0.255217,0.122854,0.255217,"nobias"
512,0.01,"FEL2",48,0.183107,0.415,0.183107,0.415,"nobias"
512,0.01,"FEL2",49,-0.0115588,0.447547,-0.0115588,0.447547,"nobias"
512,0.01,"FEL2",50,0.0997756,0.425331,0.0997756,0.425331,"nobias"
512,0.01,"FEL2_1",1,0.0341172,0.681948,0.0341172,0.681948,"nobias"
512,0.01,"FEL2_1",2,0.0543842,0.527023,0.0543842,0.527023,"nobias"
512,0.01,"FEL2_1",3,-0.0105452,0.652027,-0.0105452,0.652027,"nobias"
512,0.01,"FEL2_1",4,-0.0428014,0.33655,-0.0428014,0.33655,"nobias"
512,0.01,"FEL2_1",5,0.011041,0.466152,0.011041,0.466152,"nobias"
512,0.01,"FEL2_1",6,-0.0767375,0.433573,-0.0767375,0.433573,"nobias"
512,0.01,"FEL2_1",7,0.027776,0.507153,0.027776,0.507153,"nobias"
512,0.01,"FEL2_1",8,-0.00309219,0.464316,-0.00309219,0.464316,"nobias"
512,0.01,"FEL2_1",9,0.0763113,0.581677,0.0763113,0.581677,"nobias"
512,0.01,"FEL2_1",10,0.0281608,0.533236,0.0281608,0.533236,"nobias"
512,0.01,"FEL2_1",11,-0.032704,0.401411,-0.032704,0.401411,"nobias"
512,0.01,"FEL2_1",12,-0.0152358,0.54017,-0.0152358,0.54017,"nobias"
512,0.01,"FEL2_1",13,0.00816593,0.449261,0.00816593,0.449261,"nobias"
